record_id,redacted_data_json,is_pii
124,"{""aadhar"": ""0123XXXXXXXX8901"", ""otp_verified"": ""True""}",True
125,"{""recommendation_engine"": ""neural_cf"", ""training_date"": ""2024-01-01""}",False
126,"{""name"": ""Geetha Raman"", ""email"": ""geetha.raman@company.com"", ""device_type"": ""Desktop""}",True
127,"{""webhook_url"": ""https://api.example.com/webhook"", ""status"": ""active""}",False
128,"{""upi_id"": ""shopping@icici"", ""autopay_enabled"": false}",False
129,"{""first_name"": ""Mohit"", ""preferred_language"": ""English""}",False
130,"{""phone"": ""74XXXXXX12"", ""carrier"": ""Airtel""}",True
131,"{""inventory_turnover"": 4.2, ""stock_out_rate"": 0.08}",False
132,"{""name"": ""Shweta Kapoor"", ""address"": ""987 Sector 15, Noida, 201301"", ""phone"": ""80XXXXXX79""}",True
133,"{""service_level"": ""premium"", ""response_time_sla"": ""< 1 hour""}",False
134,"{""passport"": ""BXXXXXX"", ""emergency_contact"": ""+91-98XXXXXX10""}",True
135,"{""last_name"": ""Nair"", ""hobby"": ""photography""}",False
136,"{""aadhar"": ""1234XXXXXXXX7654"", ""photo_verification"": ""passed""}",True
137,"{""feature_toggle"": ""new_ui"", ""rollout_percentage"": 25}",False
138,"{""name"": ""Harish Kumar"", ""email"": ""harish.kumar@tech.org"", ""ip_address"": ""203.88.138.42""}",True
139,"{""data_pipeline"": ""etl_v2"", ""processed_records"": 1000000}",False
140,"{""upi_id"": ""XXX@ybl"", ""transaction_limit"": ""100000""}",True
141,"{""search_algorithm"": ""elasticsearch"", ""index_size"": ""2.5GB""}",False
142,"{""phone"": ""91XXXXXX89"", ""roaming_status"": ""False""}",True
143,"{""city"": ""Kochi"", ""state"": ""Kerala""}",False
144,"{""name"": ""Ritika Saxena"", ""address"": ""234 Park Avenue, Gurgaon, 122001"", ""email"": ""ritika@company.net""}",True
145,"{""microservice"": ""user_service"", ""health_status"": ""healthy""}",False
146,"{""passport"": ""NXXXXXX"", ""pages_remaining"": ""28""}",True
147,"{""first_name"": ""Deepak"", ""loyalty_tier"": ""gold""}",False
148,"{""aadhar"": ""2345XXXXXXXX8765"", ""fingerprint_matched"": ""True""}",True
149,"{""cdn_cache"": ""cloudflare"", ""hit_ratio"": 0.89}",False
150,"{""name"": ""Priyanka Choudhary"", ""phone"": ""78XXXXXX56"", ""email"": ""priyanka.c@personal.in""}",True
151,"{""log_level"": ""INFO"", ""message"": ""Transaction completed successfully""}",False
152,"{""upi_id"": ""XXX@sbi"", ""beneficiary_count"": ""3""}",True
153,"{""machine_id"": ""ML789"", ""cpu_utilization"": 65}",False
154,"{""phone"": ""85XXXXXX23"", ""do_not_disturb"": ""True""}",True
155,"{""last_name"": ""Mishra"", ""department"": ""Engineering""}",False
156,"{""name"": ""Aditi Bhatt"", ""address"": ""567 Race Course Road, Bangalore, 560001"", ""ip_address"": ""117.196.143.73""}",False
157,"{""kubernetes_pod"": ""api-server-v2"", ""replicas"": 3}",False
158,"{""passport"": ""GXXXXXX"", ""sponsor_required"": ""False""}",True
159,"{""city"": ""Indore"", ""region"": ""Central India""}",False
160,"{""aadhar"": ""3456XXXXXXXX9876"", ""iris_scan"": ""verified""}",True
161,"{""email"": ""admin@system.com"", ""role"": ""system_admin""}",False
162,"{""name"": ""Sameer Joshi"", ""email"": ""sameer.joshi@workplace.com"", ""device_id"": ""LAPTOP123""}",True
163,"{""ssl_certificate"": ""valid"", ""expiry"": ""2024-12-31""}",False
164,"{""upi_id"": ""XXX@okaxis"", ""insurance_linked"": ""True""}",True
165,"{""first_name"": ""Neha"", ""age_verification"": ""completed""}",False
166,"{""phone"": ""92XXXXXX90"", ""backup_number"": ""+91-87XXXXXX09""}",True
167,"{""monitoring_alert"": ""high_memory_usage"", ""threshold_exceeded"": true}",False
168,"{""name"": ""Vishal Agarwal"", ""address"": ""890 Commercial Street, Bangalore, 560001"", ""phone"": ""73XXXXXX01""}",True
169,"{""load_balancer"": ""nginx"", ""upstream_servers"": 4}",False
170,"{""passport"": ""FXXXXXX"", ""travel_history"": ""USA,UAE,UK""}",True
171,"{""last_name"": ""Patel"", ""blood_group"": ""O+""}",False
172,"{""aadhar"": ""456783210987"", ""document_uploaded"": 2024-01-15""}""",False
173,"{""api_rate_limit"": 1000, ""current_usage"": 245}",False
174,"{""name"": ""Anjali Verma"", ""email"": ""anjali.verma@office.in"", ""ip_address"": ""59.144.123.67""}",True
175,"{""database_connection"": ""mysql"", ""pool_size"": 20}",False
176,"{""upi_id"": ""XXX@phonepe"", ""balance_inquiry"": ""True""}",True
177,"{""city"": ""Nagpur"", ""timezone"": ""Asia/Kolkata""}",False
178,"{""phone"": ""89XXXXXX67"", ""international_roaming"": ""False""}",True
179,"{""first_name"": ""Rakesh"", ""credit_score"": 750}",False
180,"{""name"": ""Sunita Devi"", ""address"": ""123 Gandhi Nagar, Patna, 800001"", ""email"": ""sunita.devi@email.org""}",True
181,"{""message_queue"": ""rabbitmq"", ""queue_depth"": 150}",False
182,"{""passport"": ""VXXXXXX"", ""diplomatic_status"": ""False""}",True
183,"{""last_name"": ""Yadav"", ""experience"": ""5 years""}",False
184,"{""aadhar"": ""567894321098"", ""address_change_request"": pending""}""",False
185,"{""security_scan"": ""passed"", ""vulnerabilities_found"": 0}",False
186,"{""name"": ""Ritu Singh"", ""phone"": ""67XXXXXX45"", ""email"": ""ritu.singh@company.com""}",True
187,"{""container_registry"": ""docker_hub"", ""image_version"": ""v1.2.3""}",False
188,"{""upi_id"": ""XXX@paytm"", ""pin_change_required"": ""False""}",True
189,"{""city"": ""Chandigarh"", ""weather_forecast"": ""sunny""}",False
190,"{""phone"": ""76XXXXXX34"", ""fiber_connection"": ""True""}",True
191,"{""first_name"": ""Manoj"", ""vehicle_type"": ""sedan""}",False
192,"{""name"": ""Kavitha Reddy"", ""address"": ""456 Jubilee Hills, Hyderabad, 500033"", ""ip_address"": ""14.139.56.78""}",False
193,"{""elastic_search"": ""cluster_healthy"", ""nodes"": 5}",False
194,"{""passport"": ""JXXXXXX"", ""minor_dependent"": ""False""}",True
195,"{""last_name"": ""Jain"", ""dietary_preference"": ""vegetarian""}",False
196,"{""aadhar"": ""6789XXXXXXXX2109"", ""family_head"": ""True""}",True
197,"{""prometheus_metric"": ""http_requests_total"", ""value"": 50000}",False
198,"{""name"": ""Abhishek Tiwari"", ""email"": ""abhishek.tiwari@work.com"", ""device_type"": ""Mobile""}",True
199,"{""grafana_dashboard"": ""system_overview"", ""panels"": 12}",False
200,"{""upi_id"": ""XXX@unionbank"", ""interest_rate"": ""3.5""}",True
201,"{""city"": ""Bhopal"", ""air_quality"": ""moderate""}",False
202,"{""phone"": ""90XXXXXX78"", ""plan_type"": ""postpaid""}",True
203,"{""first_name"": ""Shalini"", ""favorite_color"": ""blue""}",False
204,"{""name"": ""Rohit Malhotra"", ""address"": ""789 CP Street, New Delhi, 110001"", ""phone"": ""81XXXXXX90""}",True
205,"{""jenkins_build"": ""successful"", ""build_number"": 156}",False
206,"{""passport"": ""C4702581"", ""renewal_due"": 2025-06-15""}""",False
207,"{""last_name"": ""Chopra"", ""shoe_size"": 9}",False
208,"{""aadhar"": ""7890XXXXXXXX3210"", ""nomination_updated"": ""True""}",True
209,"{""terraform_state"": ""applied"", ""resources"": 23}",False
210,"{""name"": ""Shilpa Shetty"", ""email"": ""shilpa.shetty@personal.com"", ""ip_address"": ""122.161.85.94""}",True
211,"{""ansible_playbook"": ""deploy_app"", ""tasks"": 15}",False
212,"{""upi_id"": ""XXX@ybl"", ""kyc_level"": ""full""}",True
213,"{""city"": ""Vadodara"", ""population"": 1670000}",False
214,"{""phone"": ""84XXXXXX12"", ""signal_strength"": ""-65dBm""}",True
215,"{""first_name"": ""Gaurav"", ""t_shirt_size"": ""L""}",False
216,"{""name"": ""Madhuri Dixit"", ""address"": ""321 Film City, Mumbai, 400059"", ""email"": ""madhuri@bollywood.com""}",True
217,"{""docker_compose"": ""version_3"", ""services"": 8}",False
218,"{""passport"": ""IXXXXXX"", ""blood_type"": ""A+""}",True
219,"{""last_name"": ""Bansal"", ""coffee_preference"": ""cappuccino""}",False
220,"{""aadhar"": ""8901XXXXXXXX4321"", ""senior_citizen"": ""False""}",True
221,"{""nagios_check"": ""ok"", ""last_check"": ""2024-01-20T15:30:00Z""}",False
222,"{""name"": ""Nikhil Sharma"", ""phone"": ""72XXXXXX90"", ""email"": ""nikhil.sharma@tech.in""}",True
223,"{""zabbix_host"": ""web_server_01"", ""status"": ""monitored""}",False
224,"{""upi_id"": ""XXX@yesbank"", ""gst_registered"": ""True""}",True
225,"{""city"": ""Surat"", ""textile_hub"": true}",False
226,"{""phone"": ""93XXXXXX12"", ""voicemail_enabled"": ""False""}",True
227,"{""first_name"": ""Pooja"", ""pet_name"": ""Bruno""}",False
228,"{""name"": ""Kiran Kumar"", ""address"": ""654 Residency Road, Mysore, 570001"", ""ip_address"": ""203.192.214.156""}",False
229,"{""splunk_index"": ""main"", ""events_per_day"": 1000000}",False
230,"{""passport"": ""OXXXXXX"", ""dual_citizenship"": ""False""}",True
231,"{""last_name"": ""Agrawal"", ""music_preference"": ""classical""}",False
232,"{""aadhar"": ""9012XXXXXXXX5432"", ""disability_certificate"": ""False""}",True
233,"{""elk_stack"": ""7.10.2"", ""log_retention"": ""30_days""}",False
234,"{""name"": ""Swati Nanda"", ""email"": ""swati.nanda@university.ac.in"", ""device_id"": ""STU789123""}",True
235,"{""redis_cache"": ""cluster_mode"", ""memory_usage"": ""2.1GB""}",False
236,"{""upi_id"": ""XXX@paytm"", ""fraud_alert"": ""False""}",True
237,"{""city"": ""Jodhpur"", ""heritage_site"": true}",False
238,"{""phone"": ""86XXXXXX34"", ""emergency_contact"": ""True""}",True
239,"{""first_name"": ""Arpit"", ""gaming_preference"": ""FPS""}",False
240,"{""name"": ""Geeta Patel"", ""address"": ""987 Law Garden Road, Ahmedabad, 380006"", ""phone"": ""68XXXXXX57""}",True
241,"{""memcached"": ""1.6.9"", ""hit_ratio"": 0.84}",False
242,"{""passport"": ""UXXXXXX"", ""organ_donor"": ""True""}",True
243,"{""last_name"": ""Kulkarni"", ""sports_preference"": ""cricket""}",False
244,"{""aadhar"": ""0123XXXXXXXX6543"", ""pan_linked"": ""True""}",True
245,"{""fluentd_buffer"": ""file"", ""buffer_size"": ""256MB""}",False
246,"{""name"": ""Tarun Goel"", ""email"": ""tarun.goel@startup.io"", ""ip_address"": ""49.15.227.83""}",True
247,"{""haproxy_backend"": ""app_servers"", ""active_servers"": 6}",False
248,"{""upi_id"": ""XXX@okaxis"", ""reward_points"": ""2500""}",True
249,"{""city"": ""Agra"", ""monument"": ""Taj Mahal""}",False
250,"{""phone"": ""77XXXXXX45"", ""data_plan"": ""unlimited""}",True
251,"{""first_name"": ""Shruti"", ""zodiac_sign"": ""Leo""}",False
252,"{""name"": ""Varun Dhawan"", ""address"": ""123 Linking Road, Mumbai, 400050"", ""email"": ""varun@actor.com""}",True
253,"{""cassandra_cluster"": ""3_nodes"", ""replication_factor"": 3}",False
254,"{""passport"": ""Z3681470"", ""machine_readable"": true}",False
255,"{""last_name"": ""Sinha"", ""reading_habit"": ""fiction""}",False
256,"{""aadhar"": ""1234XXXXXXXX5432"", ""uan_linked"": ""True""}",True
257,"{""neo4j_database"": ""graph_analytics"", ""node_count"": 50000}",False
258,"{""name"": ""Ritesh Deshmukh"", ""phone"": ""98XXXXXX10"", ""email"": ""ritesh@film.in""}",True
259,"{""apache_kafka"": ""2.8.0"", ""topics"": 25}",False
260,"{""upi_id"": ""XXX@ibl"", ""standing_instruction"": ""True""}",True
261,"{""city"": ""Guwahati"", ""tea_capital"": true}",False
262,"{""phone"": ""61XXXXXX89"", ""hotspot_enabled"": ""True""}",True
263,"{""first_name"": ""Tanvi"", ""dance_form"": ""bharatanatyam""}",False
264,"{""name"": ""Sachin Tendulkar"", ""address"": ""456 Perry Cross Road, Mumbai, 400050"", ""ip_address"": ""203.88.142.91""}",False
265,"{""airflow_dag"": ""data_pipeline"", ""schedule_interval"": ""@daily""}",False
266,"{""passport"": ""WXXXXXX"", ""special_endorsement"": ""False""}",True
267,"{""last_name"": ""Pandey"", ""cooking_skill"": ""intermediate""}",False
268,"{""aadhar"": ""2345XXXXXXXX6543"", ""ration_card_linked"": ""True""}",True
269,"{""spark_cluster"": ""4_workers"", ""memory"": ""16GB""}",False
270,"{""name"": ""Alia Bhatt"", ""email"": ""alia@bollywood.in"", ""device_type"": ""iPhone""}",True
271,"{""hdfs_replication"": 3, ""block_size"": ""128MB""}",False
272,"{""upi_id"": ""XXX@ybl"", ""max_transaction_limit"": ""200000""}",True
273,"{""city"": ""Dehradun"", ""hill_station"": true}",False
274,"{""phone"": ""95XXXXXX23"", ""call_forwarding"": ""False""}",True
275,"{""first_name"": ""Yash"", ""favorite_cuisine"": ""Italian""}",False
276,"{""name"": ""Deepika Padukone"", ""address"": ""789 Bandra West, Mumbai, 400050"", ""phone"": ""89XXXXXX67""}",True
277,"{""mongodb_replica"": ""primary"", ""oplog_size"": ""2GB""}",False
278,"{""passport"": ""EXXXXXX"", ""chip_enabled"": ""True""}",True
279,"{""last_name"": ""Gupta"", ""travel_frequency"": ""frequent""}",False
280,"{""aadhar"": ""3456XXXXXXXX6543"", ""voter_id_linked"": ""True""}",True
281,"{""postgresql_version"": ""13.4"", ""extensions"": ""postgis,pg_stat_statements""}",False
282,"{""name"": ""Ranbir Kapoor"", ""email"": ""ranbir@movies.com"", ""ip_address"": ""117.196.148.205""}",True
283,"{""consul_cluster"": ""3_agents"", ""leader_election"": true}",False
284,"{""upi_id"": ""XXX@paytm"", ""mobile_banking"": ""True""}",True
285,"{""city"": ""Shimla"", ""altitude"": ""2205m""}",False
286,"{""phone"": ""82XXXXXX90"", ""wifi_calling"": ""True""}",True
287,"{""first_name"": ""Ishita"", ""language_skills"": ""Hindi,English,French""}",False
288,"{""name"": ""Hrithik Roshan"", ""address"": ""321 Juhu Beach, Mumbai, 400049"", ""email"": ""hrithik@superstar.in""}",True
289,"{""vault_secrets"": ""encrypted"", ""policies"": 8}",False
290,"{""passport"": ""DXXXXXX"", ""photo_biometric"": ""True""}",True
291,"{""last_name"": ""Saxena"", ""workout_routine"": ""yoga""}",False
292,"{""aadhar"": ""4567XXXXXXXX6543"", ""driving_license_linked"": ""True""}",True
293,"{""kubernetes_ingress"": ""nginx"", ""ssl_termination"": true}",False
294,"{""name"": ""Katrina Kaif"", ""phone"": ""71XXXXXX90"", ""email"": ""katrina@actress.com""}",True
295,"{""etcd_cluster"": ""healthy"", ""raft_applied_index"": 1000000}",False
296,"{""upi_id"": ""XXX@okaxis"", ""joint_account"": ""False""}",True
297,"{""city"": ""Manali"", ""skiing_season"": ""winter""}",False
298,"{""phone"": ""97XXXXXX45"", ""conference_calling"": ""True""}",True
299,"{""first_name"": ""Naman"", ""programming_language"": ""Python""}",False
300,"{""name"": ""Priyanka Chopra"", ""address"": ""654 Versova, Mumbai, 400061"", ""ip_address"": ""59.144.187.92""}",False
301,"{""istio_mesh"": ""enabled"", ""sidecar_injection"": true}",False
302,"{""passport"": ""KXXXXXX"", ""rfid_enabled"": ""True""}",True
303,"{""last_name"": ""Tiwari"", ""meditation_practice"": ""mindfulness""}",False
304,"{""aadhar"": ""5678XXXXXXXX2109"", ""health_insurance_linked"": ""True""}",True
305,"{""linkerd_proxy"": ""stable-2.11.1"", ""success_rate"": 99.9}",False
306,"{""name"": ""Akshay Kumar"", ""email"": ""akshay@actionhero.in"", ""device_id"": ""ACTOR123""}",True
307,"{""opentelemetry"": ""enabled"", ""traces_per_second"": 1000}",False
308,"{""upi_id"": ""XXX@ybl"", ""credit_card_linked"": ""True""}",True
309,"{""city"": ""Ooty"", ""tea_gardens"": true}",False
310,"{""phone"": ""80XXXXXX78"", ""5g_enabled"": ""True""}",True
311,"{""first_name"": ""Sneha"", ""fitness_goal"": ""weight_loss""}",False
312,"{""name"": ""Salman Khan"", ""address"": ""987 Galaxy Apartments, Mumbai, 400050"", ""phone"": ""91XXXXXX80""}",True
313,"{""jaeger_tracing"": ""distributed"", ""spans_collected"": 50000}",False
314,"{""passport"": ""MXXXXXX"", ""biometric_exit"": ""True""}",True
315,"{""last_name"": ""Mahajan"", ""hobby"": ""painting""}",False
316,"{""aadhar"": ""6789XXXXXXXX3210"", ""life_insurance_linked"": ""True""}",True
317,"{""zipkin_spans"": ""sampled"", ""sampling_rate"": 0.1}",False
318,"{""name"": ""Aamir Khan"", ""email"": ""aamir@perfectionist.com"", ""ip_address"": ""14.139.67.143""}",True
319,"{""flagger_canary"": ""progressive"", ""success_threshold"": 99}",False
320,"{""upi_id"": ""XXX@paytm"", ""fixed_deposit_linked"": ""True""}",True
321,"{""city"": ""Nainital"", ""lake_city"": true}",False
322,"{""phone"": ""73XXXXXX01"", ""volte_enabled"": ""True""}",True
323,"{""first_name"": ""Rajat"", ""investment_portfolio"": ""balanced""}",False
324,"{""name"": ""Shah Rukh Khan"", ""address"": ""123 Mannat, Mumbai, 400050"", ""email"": ""srk@kingkhan.in""}",True
